task_inputs-model,task_inputs-execution_type,task_inputs-GPU,task_inputs-n_gpus,task_inputs-precision,request_throughput-unit,request_throughput-avg,request_latency-unit,request_latency-avg,request_latency-p95,time_to_first_token-unit,time_to_first_token-avg,time_to_first_token-p95,inter_token_latency-unit,inter_token_latency-avg,inter_token_latency-p95,output_token_throughput-unit,output_token_throughput-avg,output_token_throughput_per_request-unit,output_token_throughput_per_request-avg,output_token_throughput_per_request-p95,num_output_token-unit,num_output_token-avg,num_output_token-p95,num_input_token-unit,num_input_token-avg,num_input_token-p95,input_config-model,input_config-backend,input_config-extra_inputs-max_tokens,input_config-stability_percentage,input_config-concurrency,input_config-synthetic_input_tokens_mean,input_config-synthetic_input_tokens_stddev,input_config-output_tokens_mean
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,8,bf16,requests/sec,0.79523021966568,ns,6287031825.976471,6289525177.15,ns,965699680.7705883,1138657572.55,ns,26740362.538723025,26261789.95,tokens/sec,159.046043933136,tokens/sec,31.811647460555136,31.86696247747464,tokens,200.0,200.0,tokens,1999.6588235294118,2000.0,meta-llama3-70b-instruct,tensorrtllm,200,999,5,2000,0,200
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,8,bf16,requests/sec,2.9159637510606546,ns,17021471713.77979,16976363735.0,ns,5622452418.14204,6741759776.0,ns,57281503.99817965,33041813.0,tokens/sec,583.1927502121309,tokens/sec,11.75781888602832,11.811073913599985,tokens,200.0,200.0,tokens,1999.6558627264062,2000.0,meta-llama3-70b-instruct,tensorrtllm,200,999,50,2000,0,200
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,8,bf16,requests/sec,0.3614274253107695,ns,5533105216.333333,5534047713.95,ns,397118677.7948718,513745053.5,ns,25808977.580595285,25512848.1,tokens/sec,72.2854850621539,tokens/sec,36.14614114897606,36.16587317860014,tokens,200.0,200.0,tokens,1999.679487179487,2000.0,meta-llama3-70b-instruct,tensorrtllm,200,999,2,2000,0,200
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,8,bf16,requests/sec,0.1972768519805195,ns,5068835277.904762,5069748614.4,ns,261855166.4047619,262398762.05,ns,24155678.952261306,24391389.5,tokens/sec,39.4553703961039,tokens/sec,39.45688826699298,39.48276068905372,tokens,200.0,200.0,tokens,1999.5714285714287,2000.0,meta-llama3-70b-instruct,tensorrtllm,200,999,1,2000,0,200
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,8,bf16,requests/sec,3.2684006134974966,ns,70424920081.48259,99721246997.0,ns,11071941693.806288,40650759458.8,ns,298256172.80239344,3392930026.9,tokens/sec,653.6801226994994,tokens/sec,2.892496890894321,3.0366758754474614,tokens,200.0,200.0,tokens,1999.660152931181,2000.0,meta-llama3-70b-instruct,tensorrtllm,200,999,250,2000,0,200
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,8,bf16,requests/sec,3.3283032870229046,ns,43286324642.88535,55553883187.6,ns,7727292135.129707,20425801827.6,ns,178688605.5666113,57881076.3999999,tokens/sec,665.6606574045809,tokens/sec,4.661203463610454,4.776699934510642,tokens,200.0,200.0,tokens,1999.6610878661088,2000.0,meta-llama3-70b-instruct,tensorrtllm,200,999,150,2000,0,200
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,8,bf16,requests/sec,0.7946992795925221,ns,6291249918.341176,6292595245.95,ns,969217692.5764706,1141225234.95,ns,26743880.531480934,26244484.95,tokens/sec,158.9398559185044,tokens/sec,31.790227345806713,31.808599094762155,tokens,200.0,200.0,tokens,1999.6588235294118,2000.0,meta-llama3-70b-instruct,tensorrtllm,200,999,5,2000,0,200
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,8,bf16,requests/sec,1.3177285980745534,ns,7588190024.183784,7592100088.3,ns,1987583553.2972972,2177946997.3,ns,28143751.109982345,27645525.0,tokens/sec,263.5457196149107,tokens/sec,26.356774162867307,26.37680606386652,tokens,200.0,200.0,tokens,1999.6594594594594,2000.0,meta-llama3-70b-instruct,tensorrtllm,200,999,10,2000,0,200
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,8,bf16,requests/sec,3.196414432760315,ns,30175185729.34639,33248528236.4,ns,6641218037.348129,10374576347.8,ns,118261144.18089578,45135270.5,tokens/sec,639.282886552063,tokens/sec,6.656985905250334,6.750394668234302,tokens,200.0,200.0,tokens,1999.657093124456,2000.0,meta-llama3-70b-instruct,tensorrtllm,200,999,100,2000,0,200
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,8,bf16,requests/sec,2.1797802876431747,ns,11461104526.5872,11468489927.0,ns,3960699277.2944,5090046765.4,ns,37690478.63966231,31448244.0,tokens/sec,435.956057528635,tokens/sec,17.450457063493463,17.467322970051786,tokens,200.0,200.0,tokens,1999.6512,2000.0,meta-llama3-70b-instruct,tensorrtllm,200,999,25,2000,0,200
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,8,bf16,requests/sec,3.3218924682690885,ns,56893124472.80888,77854660473.0,ns,9171662300.687344,30459900268.4,ns,239806342.5734751,3332151604.4999804,tokens/sec,664.3784936538177,tokens/sec,3.5628997596162852,3.6931082478138526,tokens,200.0,200.0,tokens,1999.6596814752725,2000.0,meta-llama3-70b-instruct,tensorrtllm,200,999,200,2000,0,200
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,8,bf16,requests/sec,1.0311409096757163,ns,4848612974.809091,4848942100.05,ns,148546331.6,167539545.9,ns,23618158.169552308,23853979.05,tokens/sec,206.23286893927815,tokens/sec,41.250068250295605,41.27758064553817,tokens,200.00454545454545,200.0,tokens,199.62727272727273,200.0,meta-llama3-70b-instruct,tensorrtllm,200,999,5,200,0,200
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,8,bf16,requests/sec,7.193312989052947,ns,6947928071.705807,6987958310.5,ns,957859923.2832258,1152598464.2,ns,30100996.274027627,29715109.7,tokens/sec,1438.6579569634996,tokens/sec,28.78600346341973,28.904059675230215,tokens,199.99935483870968,200.0,tokens,199.6574193548387,200.0,meta-llama3-70b-instruct,tensorrtllm,200,999,50,200,0,200
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,8,bf16,requests/sec,0.42943112647935533,ns,4656908041.326087,4657985937.95,ns,82448873.27173913,95948399.55,ns,22987232.000273105,23175436.0,tokens/sec,85.88622529587107,tokens/sec,42.946993127457056,42.96493823126171,tokens,200.0,200.0,tokens,199.68478260869566,200.0,meta-llama3-70b-instruct,tensorrtllm,200,999,2,200,0,200
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,8,bf16,requests/sec,0.22749712011021905,ns,4395475425.551021,4396094643.2,ns,49476458.75510204,49807608.8,ns,21839190.787919186,22020839.0,tokens/sec,45.49942402204381,tokens/sec,45.501393037174424,45.520587664585925,tokens,200.0,200.0,tokens,199.57142857142858,200.0,meta-llama3-70b-instruct,tensorrtllm,200,999,1,200,0,200
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,8,bf16,requests/sec,15.06261433793662,ns,16541139285.92753,16771034006.3,ns,3819386456.314353,4695937263.0,ns,63928493.384496786,66042081.0,tokens/sec,3012.522867587324,tokens/sec,12.092236404398042,12.271343865949893,tokens,200.0,200.0,tokens,199.65905882352942,200.0,meta-llama3-70b-instruct,tensorrtllm,200,999,250,200,0,200
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,8,bf16,requests/sec,12.220645481595643,ns,12264556159.295652,12377037253.6,ns,2731989521.8414493,3268881624.9,ns,47902435.67446322,46975322.1,tokens/sec,2444.125554103047,tokens/sec,16.307272987081955,16.356202961427663,tokens,199.99971014492755,200.0,tokens,199.65884057971016,200.0,meta-llama3-70b-instruct,tensorrtllm,200,999,150,200,0,200
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,8,bf16,requests/sec,1.0312273879838085,ns,4848224418.1,4848774522.25,ns,148410314.8181818,167751073.6,ns,23616622.280653268,23842922.95,tokens/sec,206.25485239119791,tokens/sec,41.25415927301973,41.27342762823032,tokens,200.0090909090909,200.0,tokens,199.62727272727273,200.0,meta-llama3-70b-instruct,tensorrtllm,200,999,5,200,0,200
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,8,bf16,requests/sec,1.9154295983732057,ns,5220189723.995122,5223684469.65,ns,255017857.92439026,274802405.45,ns,24950611.279170956,25309489.0,tokens/sec,383.08591967464116,tokens/sec,38.31290035258676,38.35423402578987,tokens,200.0,200.0,tokens,199.6560975609756,200.0,meta-llama3-70b-instruct,tensorrtllm,200,999,10,200,0,200
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,8,bf16,requests/sec,10.269404209392,ns,9729515705.68207,9842694240.6,ns,1774836018.5637932,2227826195.6,ns,39973331.76270558,38858929.6,tokens/sec,2053.8808418784,tokens/sec,20.55654567502397,20.66347148814934,tokens,200.0,200.0,tokens,199.66,200.0,meta-llama3-70b-instruct,tensorrtllm,200,999,100,200,0,200
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,8,bf16,requests/sec,4.282964652437783,ns,5835429624.246487,5849974891.6,ns,500927571.49297297,596326944.0,ns,26806542.97866087,26850792.0,tokens/sec,856.5929304875565,tokens/sec,34.27383699510812,34.41136184528728,tokens,200.0,200.0,tokens,199.65405405405406,200.0,meta-llama3-70b-instruct,tensorrtllm,200,999,25,200,0,200
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,8,bf16,requests/sec,13.554417806658892,ns,14715864406.459738,14824461421.65,ns,3530544969.3613157,4104497448.8,ns,56207681.69340529,58007971.0,tokens/sec,2710.8871282838327,tokens/sec,13.591393670021448,13.705707599875652,tokens,200.00026315789475,200.0,tokens,199.66,200.0,meta-llama3-70b-instruct,tensorrtllm,200,999,200,200,0,200
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,4,fp16,requests/sec,0.15605156202561288,ns,32038732147.666668,32090656821.65,ns,220373835.1,301479359.6,ns,31851251.302660126,32403499.0,tokens/sec,156.0463603068787,tokens/sec,31.211199293615447,31.24183598597405,tokens,999.9666666666667,1000.0,tokens,199.46666666666667,200.0,meta-llama3-70b-instruct,tensorrtllm,1000,999,5,200,0,1000
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,4,fp16,requests/sec,1.2531637878116528,ns,39886455857.835556,39963393143.15,ns,1378049351.4977777,1932229666.8,ns,38546761.73769766,39500379.199999996,tokens/sec,1253.1637878116528,tokens/sec,25.071184051212573,25.10287316704965,tokens,1000.0,1000.0,tokens,199.6511111111111,200.0,meta-llama3-70b-instruct,tensorrtllm,1000,999,50,200,0,1000
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,4,fp16,requests/sec,0.06402504488236972,ns,31234596324.166668,31259640883.4,ns,113144453.83333333,143928487.64999998,ns,31152604.47480814,31631141.0,tokens/sec,64.02504488236971,tokens/sec,32.015788407246305,32.03081340540664,tokens,1000.0,1000.0,tokens,199.33333333333334,200.0,meta-llama3-70b-instruct,tensorrtllm,1000,999,2,200,0,1000
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,4,fp16,requests/sec,0.032900521790326126,ns,30394032638.0,30404037742.8,ns,69713770.85714285,77948991.39999999,ns,30358742.78810888,30885052.5,tokens/sec,32.89582171578465,tokens/sec,32.8965001265926,32.91892557912729,tokens,999.8571428571429,1000.0,tokens,199.42857142857142,200.0,meta-llama3-70b-instruct,tensorrtllm,1000,999,1,200,0,1000
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,4,fp16,requests/sec,2.5902877784589684,ns,89924805739.51288,90797265585.55,ns,6275530098.947425,8864345855.35,ns,83732583.37811916,91925199.0,tokens/sec,2590.282219901504,tokens/sec,11.120475573290204,11.152347515736405,tokens,999.9978540772532,1000.0,tokens,199.65557939914163,200.0,meta-llama3-70b-instruct,tensorrtllm,1000,999,250,200,0,1000
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,4,fp16,requests/sec,2.28627060360407,ns,65559399849.556,65657800545.9,ns,4438195721.06,5318252259.2,ns,61182282.77061476,65051710.4,tokens/sec,2286.258410160851,tokens/sec,15.25327809293299,15.282679573946172,tokens,999.9946666666667,1000.0,tokens,199.65466666666666,200.0,meta-llama3-70b-instruct,tensorrtllm,1000,999,150,200,0,1000
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,4,fp16,requests/sec,0.1560826198957075,ns,32032276129.233334,32073320932.2,ns,218560771.56666666,290101606.15,ns,31845566.60513317,32399069.0,tokens/sec,156.08261989570747,tokens/sec,31.218520990133552,31.230200749841316,tokens,1000.0,1000.0,tokens,199.46666666666667,200.0,meta-llama3-70b-instruct,tensorrtllm,1000,999,5,200,0,1000
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,4,fp16,requests/sec,0.29946298688102996,ns,33390803846.625,33432844392.1,ns,383897325.7375,453448132.35,ns,33040356.695438903,34082438.3,tokens/sec,299.45924359369394,tokens/sec,29.94800173820755,29.970762379863743,tokens,999.9875,1000.0,tokens,199.6875,200.0,meta-llama3-70b-instruct,tensorrtllm,1000,999,10,200,0,1000
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,4,fp16,requests/sec,1.8090326281165192,ns,55245582675.09,55297511809.9,ns,2871949541.8333335,3569829734.85,ns,52425859.14594536,54286261.1,tokens/sec,1809.029613062139,tokens/sec,18.100968157993965,18.1079586015828,tokens,999.9983333333333,1000.0,tokens,199.66,200.0,meta-llama3-70b-instruct,tensorrtllm,1000,999,100,200,0,1000
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,4,fp16,requests/sec,0.6896134428210672,ns,36243488637.204445,36339903853.2,ns,725929261.1422222,931987857.0,ns,35553051.4119954,36179366.0,tokens/sec,689.6103778724324,tokens/sec,27.59111562542451,27.653248577717203,tokens,999.9955555555556,1000.0,tokens,199.63555555555556,200.0,meta-llama3-70b-instruct,tensorrtllm,1000,999,25,200,0,1000
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,4,fp16,requests/sec,2.4138224258441605,ns,82481545740.3875,82611448380.8,ns,5786894599.85,6863346498.3,ns,76771340.54491667,82553463.89999999,tokens/sec,2413.8163912880955,tokens/sec,12.123928127111801,12.150744252411588,tokens,999.9975,1000.0,tokens,199.66,200.0,meta-llama3-70b-instruct,tensorrtllm,1000,999,200,200,0,1000
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,4,fp16,requests/sec,0.07167762145069055,ns,69752775353.73334,69850572514.5,ns,1551054744.0666666,1855676253.5,ns,34117919.26446556,34996127.0,tokens/sec,143.3552429013811,tokens/sec,28.672724476195015,28.701850802275942,tokens,2000.0,2000.0,tokens,1999.3333333333333,2000.0,meta-llama3-70b-instruct,tensorrtllm,2000,999,5,2000,0,2000
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,4,fp16,requests/sec,0.45020674001019323,ns,107932156687.50667,113172965504.55,ns,9965089405.66,17151921111.0,ns,49008746.864460155,47553894.0,tokens/sec,900.4134800203865,tokens/sec,18.53644325422011,18.668124630814138,tokens,2000.0,2000.0,tokens,1999.6333333333334,2000.0,meta-llama3-70b-instruct,tensorrtllm,2000,999,50,2000,0,2000
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,4,fp16,requests/sec,0.029862456484651818,ns,66967329264.833336,66997137959.5,ns,614532438.1666666,822128972.25,ns,33192994.910788726,34003475.2,tokens/sec,59.72491296930364,tokens/sec,29.865311430946566,29.870399216882674,tokens,2000.0,2000.0,tokens,1999.6666666666667,2000.0,meta-llama3-70b-instruct,tensorrtllm,2000,999,2,2000,0,2000
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,4,fp16,requests/sec,0.015305393428414554,ns,65335623311.333336,65360898640.4,ns,411043220.6666667,433274406.1,ns,32478529.309988327,33370350.2,tokens/sec,30.610786856829108,tokens/sec,30.611175107577864,30.618427997275457,tokens,2000.0,2000.0,tokens,1999.6666666666667,2000.0,meta-llama3-70b-instruct,tensorrtllm,2000,999,1,2000,0,2000
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,4,fp16,requests/sec,0.5754291583597627,ns,269389248998.28036,366159049425.65,ns,105791906708.47197,202791234025.85,ns,81839646.84381136,71766053.4,tokens/sec,1150.8583167195256,tokens/sec,8.254253012750604,11.813640186769634,tokens,2000.0,2000.0,tokens,1999.6495327102805,2000.0,meta-llama3-70b-instruct,tensorrtllm,2000,999,250,2000,0,2000
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,4,fp16,requests/sec,0.575792772213826,ns,216211017915.3785,343471392151.15,ns,52705235275.50467,180199606418.0,ns,81793823.02069965,71689600.8,tokens/sec,1151.585544427652,tokens/sec,9.857257035929926,11.824165783608828,tokens,2000.0,2000.0,tokens,1999.6355140186915,2000.0,meta-llama3-70b-instruct,tensorrtllm,2000,999,150,2000,0,2000
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,4,fp16,requests/sec,0.07173835315861546,ns,69693968581.66667,69720980391.6,ns,1552855020.9333334,1860295462.1,ns,34087600.580657,34964639.0,tokens/sec,143.4767063172309,tokens/sec,28.696889417098603,28.701296635031216,tokens,2000.0,2000.0,tokens,1999.3333333333333,2000.0,meta-llama3-70b-instruct,tensorrtllm,2000,999,5,2000,0,2000
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,4,fp16,requests/sec,0.12642379564690628,ns,79092719443.0,79104829878.95,ns,3246441128.1666665,3584741160.0,ns,37942110.21252293,39763414.0,tokens/sec,252.84759129381254,tokens/sec,25.286777990408215,25.290743442494456,tokens,2000.0,2000.0,tokens,1999.4666666666667,2000.0,meta-llama3-70b-instruct,tensorrtllm,2000,999,10,2000,0,2000
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,4,fp16,requests/sec,0.5723225282941747,ns,166724526324.4948,181680461974.0,ns,12211753514.30977,28293887713.0,ns,77299882.14672904,70522845.0,tokens/sec,1144.6438667286232,tokens/sec,12.008782908765609,12.151178516218117,tokens,1999.997920997921,2000.0,tokens,1999.6569646569646,2000.0,meta-llama3-70b-instruct,tensorrtllm,2000,999,100,2000,0,2000
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,4,fp16,requests/sec,0.2915562789191267,ns,85648992244.32,86074125886.3,ns,6577683715.2,8824196309.9,ns,39555459.255964726,39780861.0,tokens/sec,583.1125578382535,tokens/sec,23.351195791746754,23.378078438958084,tokens,2000.0,2000.0,tokens,1999.68,2000.0,meta-llama3-70b-instruct,tensorrtllm,2000,999,25,2000,0,2000
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,4,fp16,requests/sec,0.5754650804687724,ns,258290499267.6028,366087951034.6,ns,94729976886.99533,202764390585.6,ns,81821723.34599812,71738413.5,tokens/sec,1150.9301609375448,tokens/sec,8.55251088033725,11.810229789213865,tokens,2000.0,2000.0,tokens,1999.6728971962616,2000.0,meta-llama3-70b-instruct,tensorrtllm,2000,999,200,2000,0,2000
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,4,fp16,requests/sec,0.0772121580398523,ns,64752902051.4,64819116410.2,ns,228946839.46666667,300854759.1,ns,32279450.67783195,33228703.349999998,tokens/sec,154.41916860250194,tokens/sec,30.885631627912048,30.902628345019394,tokens,1999.9333333333334,2000.0,tokens,199.33333333333334,200.0,meta-llama3-70b-instruct,tensorrtllm,2000,999,5,200,0,2000
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,4,fp16,requests/sec,0.6209882116869587,ns,80472367619.67334,80696859532.65,ns,1484436000.0333333,1809377965.1,ns,39513263.28074074,41974327.5,tokens/sec,1241.9764233739174,tokens/sec,24.85332416941901,24.905452083193914,tokens,2000.0,2000.0,tokens,199.63333333333333,200.0,meta-llama3-70b-instruct,tensorrtllm,2000,999,50,200,0,2000
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,4,fp16,requests/sec,0.03169234660985273,ns,63100653764.666664,63135842937.75,ns,115022809.66666667,152758026.25,ns,31508892.75746954,32357993.45,tokens/sec,63.384693219705454,tokens/sec,31.695397237038552,31.708907617130244,tokens,2000.0,2000.0,tokens,199.66666666666666,200.0,meta-llama3-70b-instruct,tensorrtllm,2000,999,2,200,0,2000
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,4,fp16,requests/sec,0.016236681745408384,ns,61588101733.333336,61601818600.9,ns,73243563.66666667,81778013.6,ns,30777947.71664443,31714375.75,tokens/sec,32.467951263568295,tokens/sec,32.46839269233558,32.474691613014556,tokens,1999.6666666666667,2000.0,tokens,199.66666666666666,200.0,meta-llama3-70b-instruct,tensorrtllm,2000,999,1,200,0,2000
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,4,fp16,requests/sec,1.174328530735093,ns,201921019310.9466,322698106998.5,ns,43319530122.626175,163076747274.0,ns,79330370.47395596,92296158.8,tokens/sec,2348.6484538265054,tokens/sec,10.777571753084157,12.419397296202828,tokens,1999.992670157068,2000.0,tokens,199.66282722513088,200.0,meta-llama3-70b-instruct,tensorrtllm,2000,999,250,200,0,2000
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,4,fp16,requests/sec,1.1223344958232628,ns,133588334562.672,133681732349.0,ns,4463667066.436,5443499379.8,ns,64585328.10628943,72781576.8,tokens/sec,2244.665998754537,tokens/sec,14.97135102917043,14.984229351856174,tokens,1999.9973333333332,2000.0,tokens,199.65466666666666,200.0,meta-llama3-70b-instruct,tensorrtllm,2000,999,150,200,0,2000
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,4,fp16,requests/sec,0.07721653866973419,ns,64749100455.0,64814139780.4,ns,223968003.93333334,289415362.1,ns,32278712.77412032,33227476.85,tokens/sec,154.43307733946835,tokens/sec,30.888473043720662,30.90418431239762,tokens,2000.0,2000.0,tokens,199.33333333333334,200.0,meta-llama3-70b-instruct,tensorrtllm,2000,999,5,200,0,2000
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,4,fp16,requests/sec,0.14629643714287507,ns,68348727659.2,68371579056.75,ns,390613069.3333333,457949272.85,ns,33996622.216411814,35997426.0,tokens/sec,292.5879977378454,tokens/sec,29.261215459663394,29.272910985137383,tokens,1999.9666666666667,2000.0,tokens,199.46666666666667,200.0,meta-llama3-70b-instruct,tensorrtllm,2000,999,10,200,0,2000
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,4,fp16,requests/sec,0.8926670013453688,ns,111965179982.33667,112034699875.5,ns,2811724060.4133334,3633277033.6,ns,54603672.36428526,59295320.15,tokens/sec,1785.3340026907376,tokens/sec,17.862700967488543,17.881601809310023,tokens,2000.0,2000.0,tokens,199.66,200.0,meta-llama3-70b-instruct,tensorrtllm,2000,999,100,200,0,2000
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,4,fp16,requests/sec,0.3423538411008431,ns,72993778730.09334,73029505405.6,ns,864446709.24,939154257.8,ns,36082021.099019155,37333617.0,tokens/sec,684.7076822016862,tokens/sec,27.399604346941512,27.4221837064234,tokens,2000.0,2000.0,tokens,199.68,200.0,meta-llama3-70b-instruct,tensorrtllm,2000,999,25,200,0,2000
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,4,fp16,requests/sec,1.1835689215092817,ns,167306431908.69528,161538673673.5,ns,10387008281.047121,6790458601.6,ns,78494806.693448,91046734.14999999,tokens/sec,2367.1328856618243,tokens/sec,12.167866370875599,12.426919575666567,tokens,1999.9958115183247,2000.0,tokens,199.6586387434555,200.0,meta-llama3-70b-instruct,tensorrtllm,2000,999,200,200,0,2000
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,4,fp16,requests/sec,0.1101355094480215,ns,45395660244.8,45483574667.85,ns,5420963582.8,6443762645.95,ns,40014711.373373374,39628320.0,tokens/sec,110.1355094480215,tokens/sec,22.028576761724374,22.062711110909735,tokens,1000.0,1000.0,tokens,6999.3,7000.0,meta-llama3-70b-instruct,tensorrtllm,1000,999,5,7000,0,1000
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,4,fp16,requests/sec,0.36680044785920646,ns,127003043025.39241,164242209697.8,ns,15047568036.215189,52880307855.8,ns,112067771.76020645,59304910.45,tokens/sec,366.8004478592065,tokens/sec,7.941286360330771,8.216469050611996,tokens,1000.0,1000.0,tokens,6999.649789029536,7000.0,meta-llama3-70b-instruct,tensorrtllm,1000,999,50,7000,0,1000
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,4,fp16,requests/sec,0.049877411884625876,ns,40093987205.3,40112830568.25,ns,2025835026.2,2693275089.35,ns,38106258.437537536,37952514.05,tokens/sec,49.87741188462588,tokens/sec,24.941397721856738,24.94746450193664,tokens,1000.0,1000.0,tokens,6999.5,7000.0,meta-llama3-70b-instruct,tensorrtllm,1000,999,2,7000,0,1000
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,4,fp16,requests/sec,0.02622909487067528,ns,38125145604.666664,38141961539.7,ns,1357227235.3333333,1372700891.0,ns,36804723.092425756,37297859.2,tokens/sec,26.229094870675283,tokens/sec,26.229411520431242,26.23683146122819,tokens,1000.0,1000.0,tokens,6999.666666666667,7000.0,meta-llama3-70b-instruct,tensorrtllm,1000,999,1,7000,0,1000
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,4,fp16,requests/sec,0.3639643895209226,ns,360296866936.50464,577631485215.5,ns,234099620388.27777,451572485725.75,ns,126323862.47373518,63814810.9,tokens/sec,363.96438952092257,tokens/sec,3.4422906191416933,7.003415188180401,tokens,1000.0,1000.0,tokens,6999.638888888889,7000.0,meta-llama3-70b-instruct,tensorrtllm,1000,999,250,7000,0,1000
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,4,fp16,requests/sec,0.36395727627439955,ns,304567211997.6389,430966365916.75,ns,178371866224.70834,304877161473.25,ns,126321964.96913102,63809649.0,tokens/sec,363.95727627439953,tokens/sec,3.7358394125489434,7.003573286126614,tokens,1000.0,1000.0,tokens,6999.662037037037,7000.0,meta-llama3-70b-instruct,tensorrtllm,1000,999,150,7000,0,1000
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,4,fp16,requests/sec,0.1101909766593103,ns,45372842393.75,45450719285.6,ns,5437387340.65,6457657302.7,ns,39975430.483583584,39596112.55,tokens/sec,110.1909766593103,tokens/sec,22.039667976301256,22.094500900540755,tokens,1000.0,1000.0,tokens,6999.3,7000.0,meta-llama3-70b-instruct,tensorrtllm,1000,999,5,7000,0,1000
meta-llama3-70b-instruct,NIM_TRT-LLM,A100-SXM4-80GB,4,fp16,requests/sec,0.16214903949193318,ns,60606489033.54,61680784719.2,ns,7741142049.6,11615682006.2,ns,52918265.24918919,48544770.55,tokens/sec,162.14903949193317,tokens/sec,16.503639797297463,16.573901925077056,tokens,1000.0,1000.0,tokens,6999.58,7000.0,meta-llama3-70b-instruct,tensorrtllm,1000,999,10,7000,0,1000
