task_inputs-model,task_inputs-execution_type,task_inputs-GPU,task_inputs-n_gpus,task_inputs-precision,request_throughput-unit,request_throughput-avg,request_latency-unit,request_latency-avg,request_latency-p95,time_to_first_token-unit,time_to_first_token-avg,time_to_first_token-p95,inter_token_latency-unit,inter_token_latency-avg,inter_token_latency-p95,output_token_throughput-unit,output_token_throughput-avg,output_token_throughput_per_request-unit,output_token_throughput_per_request-avg,output_token_throughput_per_request-p95,num_output_token-unit,num_output_token-avg,num_output_token-p95,num_input_token-unit,num_input_token-avg,num_input_token-p95,input_config-model,input_config-backend,input_config-extra_inputs-max_tokens,input_config-stability_percentage,input_config-concurrency,input_config-synthetic_input_tokens_mean,input_config-synthetic_input_tokens_stddev,input_config-output_tokens_mean
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp16,requests/sec,3.9702915662579334,ns,25141438013.601818,25451237088.35,ns,118366608.61181818,302763090.9,ns,12517569.758435879,15821841.0,tokens/sec,7940.583132515867,tokens/sec,79.55412091331296,80.44475628147954,tokens,2000.0,2000.0,tokens,199.66,200.0,meta-llama3-8b-instruct,tensorrtllm,2000,999,100,200,0,2000
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp16,requests/sec,1.6773962837521252,ns,14900568012.928572,14911249275.75,ns,53240101.45142857,66634749.85000004,ns,7427369.007498121,8469752.75,tokens/sec,3354.79256750425,tokens/sec,134.223117988677,134.31401748877494,tokens,2000.0,2000.0,tokens,199.64857142857142,200.0,meta-llama3-8b-instruct,tensorrtllm,2000,999,25,200,0,2000
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp16,requests/sec,0.611200462381071,ns,8179697332.646153,8186138298.45,ns,488244440.27692306,580922522.5,ns,7699155.522892828,7733962.75,tokens/sec,611.2004623810709,tokens/sec,122.25395095067005,122.33489590448228,tokens,1000.0,1000.0,tokens,6999.615384615385,7000.0,meta-llama3-8b-instruct,tensorrtllm,1000,999,5,7000,0,1000
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp16,requests/sec,1.7468020999207716,ns,28494905413.140907,28874707435.05,ns,1248714422.7563636,1496744790.45,ns,27273501.821677655,23599622.0,tokens/sec,1746.8020999207715,tokens/sec,35.11047484276032,35.69979356889899,tokens,1000.0,1000.0,tokens,6999.66,7000.0,meta-llama3-8b-instruct,tensorrtllm,1000,999,50,7000,0,1000
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp16,requests/sec,0.2597136542844262,ns,7699934071.732142,7706834688.5,ns,179776305.42857143,232219287.25,ns,7527684.391512638,7595878.85,tokens/sec,259.7136542844262,tokens/sec,129.8712856124767,129.96164317220126,tokens,1000.0,1000.0,tokens,6999.625,7000.0,meta-llama3-8b-instruct,tensorrtllm,1000,999,2,7000,0,1000
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp16,requests/sec,0.13341836911920538,ns,7494672366.071428,7499971234.7,ns,127209369.14285715,130344428.15,ns,7374837.834763335,7501662.0,tokens/sec,133.41836911920538,tokens/sec,133.42813823443063,133.5087517666949,tokens,1000.0,1000.0,tokens,6999.285714285715,7000.0,meta-llama3-8b-instruct,tensorrtllm,1000,999,1,7000,0,1000
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp16,requests/sec,2.04788200760441,ns,114457993333.18564,156591350171.2,ns,58191437295.18946,100277957531.8,ns,56322878.91691309,45941283.0,tokens/sec,2047.88200760441,tokens/sec,9.106729764110419,15.521658409079627,tokens,1000.0,1000.0,tokens,6999.662337662337,7000.0,meta-llama3-8b-instruct,tensorrtllm,1000,999,250,7000,0,1000
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp16,requests/sec,2.0492916351681414,ns,71104656336.00993,102268680162.4,ns,14874814547.123758,46015068809.4,ns,56286127.91680297,45735279.5,tokens/sec,2049.291635168141,tokens/sec,14.800523861561716,16.57764065025723,tokens,1000.0,1000.0,tokens,6999.654698242934,7000.0,meta-llama3-8b-instruct,tensorrtllm,1000,999,150,7000,0,1000
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp16,requests/sec,0.6109643706582765,ns,8182778122.753846,8190161073.2,ns,489648956.7923077,582714010.25,ns,7700833.845617791,7732687.5,tokens/sec,610.9643706582765,tokens/sec,122.20792489304698,122.29741199370031,tokens,1000.0,1000.0,tokens,6999.615384615385,7000.0,meta-llama3-8b-instruct,tensorrtllm,1000,999,5,7000,0,1000
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp16,requests/sec,0.8933950786779905,ns,11189365837.025,11230272852.05,ns,776203081.8625,1085498632.05,ns,10423591.883671388,10785720.8,tokens/sec,893.3950786779906,tokens/sec,89.37081522055962,89.70286559168109,tokens,1000.0,1000.0,tokens,6999.6375,7000.0,meta-llama3-8b-instruct,tensorrtllm,1000,999,10,7000,0,1000
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp16,requests/sec,2.0156070983397205,ns,49131724071.24923,52051452523.4,ns,1400766453.8484616,4511885587.65,ns,47778736.35375452,39125595.15,tokens/sec,2015.6070983397206,tokens/sec,20.374713558281083,20.526256420422595,tokens,1000.0,1000.0,tokens,6999.66,7000.0,meta-llama3-8b-instruct,tensorrtllm,1000,999,100,7000,0,1000
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp16,requests/sec,1.4054082348033472,ns,17735818781.256,17720583489.65,ns,1230089024.328,1471386498.55,ns,16522252.008936936,15405229.4,tokens/sec,1405.408234803347,tokens/sec,56.388127708433196,56.48924014460124,tokens,1000.0,1000.0,tokens,6999.66,7000.0,meta-llama3-8b-instruct,tensorrtllm,1000,999,25,7000,0,1000
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp16,requests/sec,2.0501647292437126,ns,93015166357.75935,114430927632.8,ns,36810113882.423225,58277358007.0,ns,56261313.789125256,45809945.0,tokens/sec,2050.164729243713,tokens/sec,11.419069709022615,15.512326162126742,tokens,1000.0,1000.0,tokens,6999.653934300994,7000.0,meta-llama3-8b-instruct,tensorrtllm,1000,999,200,7000,0,1000
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp16,requests/sec,3.6414837373401614,ns,1372801876.644586,1375187000.6,ns,129424356.17834395,152870337.2,ns,6248128.243548955,6205750.3,tokens/sec,728.2967474680323,tokens/sec,145.68775077341093,145.96794525127606,tokens,200.0,200.0,tokens,1999.6649681528663,2000.0,meta-llama3-8b-instruct,tensorrtllm,200,999,5,2000,0,200
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp16,requests/sec,13.226382232791407,ns,3769891579.4424562,3951063081.05,ns,790279028.051579,1245590537.85,ns,14972927.393924005,11741505.55,tokens/sec,2645.2764465582814,tokens/sec,53.0935955919867,55.92853466244609,tokens,200.0,200.0,tokens,1999.658596491228,2000.0,meta-llama3-8b-instruct,tensorrtllm,200,999,50,2000,0,200
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp16,requests/sec,1.5799028898833913,ns,1265687571.1205883,1267283147.0,ns,53830473.94411765,68326501.7,ns,6089734.156665681,6070082.3,tokens/sec,315.98057797667826,tokens/sec,158.01700125062837,158.20826411533824,tokens,200.0,200.0,tokens,1999.644117647059,2000.0,meta-llama3-8b-instruct,tensorrtllm,200,999,2,2000,0,200
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp16,requests/sec,0.8077274484620016,ns,1237822612.4597702,1252393182.25,ns,37800819.61494253,38643903.55,ns,6030260.265551898,6120603.25,tokens/sec,161.5454896924003,tokens/sec,161.57652272184222,161.95201545637764,tokens,200.0,200.0,tokens,1999.6666666666667,2000.0,meta-llama3-8b-instruct,tensorrtllm,200,999,1,2000,0,200
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp16,requests/sec,17.46897981262621,ns,14112698466.2912,14549562650.25,ns,1415981590.4922,1692391396.55,ns,63802597.36582412,521491094.95,tokens/sec,3493.7959625252415,tokens/sec,14.214221684802164,14.878550403380807,tokens,200.0,200.0,tokens,1999.66,2000.0,meta-llama3-8b-instruct,tensorrtllm,200,999,250,2000,0,200
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp16,requests/sec,16.500020192286538,ns,8983941253.358284,10443862838.5,ns,1263782089.0735912,2569638570.75,ns,38794769.66977233,31799256.799999975,tokens/sec,3300.004038457307,tokens/sec,22.43491719646619,25.798028008123744,tokens,200.0,200.0,tokens,1999.659377628259,2000.0,meta-llama3-8b-instruct,tensorrtllm,200,999,150,2000,0,200
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp16,requests/sec,3.6399265291823126,ns,1373417647.4560509,1375089180.0,ns,130353708.70318471,153808990.8,ns,6246552.456044554,6203341.0,tokens/sec,727.9853058364625,tokens/sec,145.62222617494422,145.78253831136104,tokens,200.0,200.0,tokens,1999.6649681528663,2000.0,meta-llama3-8b-instruct,tensorrtllm,200,999,5,2000,0,200
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp16,requests/sec,5.871200251728479,ns,1702690695.084127,1715511436.6,ns,234863577.60238096,282915237.2,ns,7376015.6657374175,7157213.45,tokens/sec,1174.2400503456959,tokens/sec,117.46389238027939,117.92428788861278,tokens,200.0,200.0,tokens,1999.6587301587301,2000.0,meta-llama3-8b-instruct,tensorrtllm,200,999,10,2000,0,200
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp16,requests/sec,15.698453324711073,ns,6283696983.1513815,6284656890.8,ns,929768337.1825415,1033523960.0,ns,26904164.05009467,17209502.4,tokens/sec,3139.690664942215,tokens/sec,31.89870589500242,32.0064201765458,tokens,200.0,200.0,tokens,1999.6587845303868,2000.0,meta-llama3-8b-instruct,tensorrtllm,200,999,100,2000,0,200
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp16,requests/sec,10.237419278990817,ns,2441358055.518182,2455881301.7,ns,499633228.3659091,745502494.55,ns,9757411.191719964,8703720.05,tokens/sec,2047.4838557981634,tokens/sec,81.92532695045946,82.38722723253059,tokens,200.0,200.0,tokens,1999.66,2000.0,meta-llama3-8b-instruct,tensorrtllm,200,999,25,2000,0,200
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp16,requests/sec,16.8056296368676,ns,11610230147.144598,14173777858.0,ns,1382535366.4463954,4516373324.0,ns,51395451.15928745,271496830.2,tokens/sec,3361.12592737352,tokens/sec,17.417586906570858,19.370702245053465,tokens,200.0,200.0,tokens,1999.6599876058665,2000.0,meta-llama3-8b-instruct,tensorrtllm,200,999,200,2000,0,200
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp16,requests/sec,4.343335609094046,ns,1150946977.2641711,1152567281.1,ns,25693721.393582888,28517291.0,ns,5654538.974224062,5697338.0,tokens/sec,868.6671218188092,tokens/sec,173.77016801998272,173.94899437961828,tokens,200.0,200.0,tokens,199.65454545454546,200.0,meta-llama3-8b-instruct,tensorrtllm,200,999,5,200,0,200
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp16,requests/sec,30.35380104148418,ns,1639812872.0172098,1651471033.5,ns,72057890.34054218,141189345.5,ns,7878165.737068682,7984528.799999999,tokens/sec,6070.760208296835,tokens/sec,121.9823463695184,124.84006766246861,tokens,200.0,200.0,tokens,199.65976241242765,200.0,meta-llama3-8b-instruct,tensorrtllm,200,999,50,200,0,200
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp16,requests/sec,1.7814467311144453,ns,1122501707.515625,1125289933.3,ns,16660626.3203125,18928216.5,ns,5556990.35776539,5592119.75,tokens/sec,356.28934622288904,tokens/sec,178.1737512322061,178.44746985818745,tokens,200.0,200.0,tokens,199.66927083333334,200.0,meta-llama3-8b-instruct,tensorrtllm,200,999,2,200,0,200
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp16,requests/sec,0.9136265568690554,ns,1094348266.8172588,1095931894.4,ns,11267550.817258883,11571768.2,ns,5442616.663316583,5492022.0,tokens/sec,182.72531137381108,tokens/sec,182.7573225645231,182.95937388928584,tokens,200.0,200.0,tokens,199.67005076142132,200.0,meta-llama3-8b-instruct,tensorrtllm,200,999,1,200,0,200
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp16,requests/sec,55.76567062182931,ns,4467319918.575532,4770277394.1,ns,589219178.2536758,854881754.1999998,ns,19487943.418702796,61916090.0,tokens/sec,11153.134124365863,tokens/sec,44.99674056534196,48.42251248889478,tokens,200.0,200.0,tokens,199.6601526149265,200.0,meta-llama3-8b-instruct,tensorrtllm,200,999,250,200,0,200
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp16,requests/sec,52.565123853238546,ns,2829566758.524535,2998677927.2,ns,227029983.29297772,408567533.3,ns,13078074.247394761,26890899.799999982,tokens/sec,10513.02477064771,tokens/sec,70.73641033596232,73.24223013016244,tokens,200.0,200.0,tokens,199.65965972541548,200.0,meta-llama3-8b-instruct,tensorrtllm,200,999,150,200,0,200
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp16,requests/sec,4.342106575677234,ns,1151282424.5540106,1153108334.6,ns,25693872.76684492,28767059.0,ns,5656223.878327467,5699783.6,tokens/sec,868.4213151354468,tokens/sec,173.71944550183207,173.87157202407,tokens,200.0,200.0,tokens,199.65454545454546,200.0,meta-llama3-8b-instruct,tensorrtllm,200,999,5,200,0,200
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp16,requests/sec,7.978963995052733,ns,1253002708.9476745,1255198713.4,ns,36396179.7127907,41010387.2,ns,6113600.649421526,6166245.8,tokens/sec,1595.7927990105466,tokens/sec,159.61678981965306,159.86635067573386,tokens,200.0,200.0,tokens,199.65581395348838,200.0,meta-llama3-8b-instruct,tensorrtllm,200,999,10,200,0,200
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp16,requests/sec,45.787061813304014,ns,2176179868.2239404,2234546250.5,ns,99908820.5216473,227989420.1,ns,10433522.85277534,14185404.849999988,tokens/sec,9157.412362660803,tokens/sec,91.93967460181797,94.80598215389921,tokens,200.0,200.0,tokens,199.65997888067582,200.0,meta-llama3-8b-instruct,tensorrtllm,200,999,100,200,0,200
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp16,requests/sec,18.072614168054432,ns,1381746685.7328205,1383976698.35,ns,44054314.88794872,58845316.1,ns,6722072.215300864,6706276.549999999,tokens/sec,3614.5228336108867,tokens/sec,144.75014822548803,145.08923763536654,tokens,200.0,200.0,tokens,199.66,200.0,meta-llama3-8b-instruct,tensorrtllm,200,999,25,200,0,200
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp16,requests/sec,56.82268872871694,ns,3485742164.4920316,3687361161.15,ns,432573616.93406326,672153945.0,ns,15342555.515366675,42550842.49999996,tokens/sec,11364.537745743388,tokens/sec,57.445152637736484,60.541847962768166,tokens,200.0,200.0,tokens,199.66009732360098,200.0,meta-llama3-8b-instruct,tensorrtllm,200,999,200,200,0,200
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp8,requests/sec,1.0109116550278154,ns,4945287703.744186,4955190889.4,ns,22337865.841860466,24194006.1,ns,4927877.715617944,5114880.6,tokens/sec,1010.9116550278155,tokens/sec,202.212973299257,202.45021022438908,tokens,1000.0,1000.0,tokens,199.63720930232557,200.0,meta-llama3-8b-instruct,tensorrtllm,1000,999,5,200,0,1000
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp8,requests/sec,6.848929821431728,ns,7294719858.106896,7396654266.9,ns,56721979.05931035,101092692.74999999,ns,7245241.535884853,8178769.75,tokens/sec,6848.929821431729,tokens/sec,137.09637279939113,138.33022248973387,tokens,1000.0,1000.0,tokens,199.65724137931034,200.0,meta-llama3-8b-instruct,tensorrtllm,1000,999,50,200,0,1000
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp8,requests/sec,0.4120450532780377,ns,4853281725.988636,4858607153.0,ns,14048872.306818182,17451455.65,ns,4844076.930612431,5023858.95,tokens/sec,412.0450532780377,tokens/sec,206.0462769663087,206.3409190357719,tokens,1000.0,1000.0,tokens,199.6931818181818,200.0,meta-llama3-8b-instruct,tensorrtllm,1000,999,2,200,0,1000
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp8,requests/sec,0.21076129422492507,ns,4744211451.577778,4749150284.6,ns,10487229.222222222,12760322.399999999,ns,4738462.685040596,4918227.4,tokens/sec,210.76129422492508,tokens/sec,210.7833545103692,211.06932326374297,tokens,1000.0,1000.0,tokens,199.57777777777778,200.0,meta-llama3-8b-instruct,tensorrtllm,1000,999,1,200,0,1000
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp8,requests/sec,10.366955775413105,ns,13856710596.45158,14218457485.8,ns,140603901.37138104,304327074.2,ns,13729836.531611811,25210205.799999997,tokens/sec,10366.955775413106,tokens/sec,72.18768939883415,73.68953223828116,tokens,1000.0,1000.0,tokens,199.6602329450915,200.0,meta-llama3-8b-instruct,tensorrtllm,1000,999,150,200,0,1000
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp8,requests/sec,1.0103590257631079,ns,4947986732.269768,4951980649.7,ns,20362169.827906977,24725112.7,ns,4932557.119561422,5116422.8,tokens/sec,1010.3590257631078,tokens/sec,202.102451884518,202.24224107733113,tokens,1000.0,1000.0,tokens,199.63720930232557,200.0,meta-llama3-8b-instruct,tensorrtllm,1000,999,5,200,0,1000
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp8,requests/sec,1.8180704002250032,ns,5499351237.123077,5504376704.05,ns,26633478.14102564,31766005.099999998,ns,5478195.954936989,5828350.1,tokens/sec,1818.0704002250031,tokens/sec,181.8396895369285,181.9782626828867,tokens,1000.0,1000.0,tokens,199.66410256410256,200.0,meta-llama3-8b-instruct,tensorrtllm,1000,999,10,200,0,1000
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp8,requests/sec,10.41410501574596,ns,9589304018.526333,9873762379.45,ns,98086913.275,218548442.04999998,ns,9500717.823074408,11310496.299999999,tokens/sec,10414.10501574596,tokens/sec,104.29831202230172,105.49534346947802,tokens,1000.0,1000.0,tokens,199.66,200.0,meta-llama3-8b-instruct,tensorrtllm,1000,999,100,200,0,1000
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp8,requests/sec,3.9743391429281707,ns,6288514340.704706,6295999122.0,ns,35561230.61176471,45776966.05,ns,6259211.695144197,6885093.6,tokens/sec,3974.3391429281705,tokens/sec,159.0203369527021,159.21746093754126,tokens,1000.0,1000.0,tokens,199.65529411764706,200.0,meta-llama3-8b-instruct,tensorrtllm,1000,999,25,200,0,1000
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp8,requests/sec,11.88824460809969,ns,16562685807.430662,17370158654.75,ns,545446847.1967077,1256256043.1,ns,16033275.215609595,45585538.349999994,tokens/sec,11888.244608099689,tokens/sec,60.423443678154364,62.928090491521814,tokens,1000.0,1000.0,tokens,199.65996009311607,200.0,meta-llama3-8b-instruct,tensorrtllm,1000,999,200,200,0,1000
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp8,requests/sec,0.43264166418998345,ns,11555304975.211111,11569788260.25,ns,93685963.48888889,108506110.25,ns,5733673.535051248,6036984.25,tokens/sec,865.283328379967,tokens/sec,173.08076048872954,173.2525295885817,tokens,2000.0,2000.0,tokens,1999.6777777777777,2000.0,meta-llama3-8b-instruct,tensorrtllm,2000,999,5,2000,0,2000
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp8,requests/sec,1.9665914531924873,ns,25391587952.035,25468892852.7,ns,584629620.79,864226085.15,ns,12408715.61810801,14387246.5,tokens/sec,3933.1829063849746,tokens/sec,78.76658300204222,79.00037117220293,tokens,2000.0,2000.0,tokens,1999.66,2000.0,meta-llama3-8b-instruct,tensorrtllm,2000,999,50,2000,0,2000
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp8,requests/sec,0.1768199492209796,ns,11309517827.342106,11318841627.85,ns,40405723.184210524,49662648.1,ns,5637374.739448672,5934447.2,tokens/sec,353.6398984419592,tokens/sec,176.84224789230794,177.0052375503567,tokens,2000.0,2000.0,tokens,1999.5,2000.0,meta-llama3-8b-instruct,tensorrtllm,2000,999,2,2000,0,2000
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp8,requests/sec,0.09041536539995199,ns,11058866132.210526,11064917032.0,ns,31399537.0,32712332.899999995,ns,5516491.5433769515,5815801.0,tokens/sec,180.83073079990396,tokens/sec,180.85041001501094,180.96692090707305,tokens,2000.0,2000.0,tokens,1999.2631578947369,2000.0,meta-llama3-8b-instruct,tensorrtllm,2000,999,1,2000,0,2000
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp8,requests/sec,3.020299791256164,ns,81849503657.40266,85159868283.29999,ns,1351944955.848,4496682046.699995,ns,40262542.18362451,53089127.949999996,tokens/sec,6040.599582512328,tokens/sec,24.442104752749817,24.771704930693673,tokens,2000.0,2000.0,tokens,1999.6546666666666,2000.0,meta-llama3-8b-instruct,tensorrtllm,2000,999,250,2000,0,2000
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp8,requests/sec,2.614870559949763,ns,57002570474.470665,58487194486.5,ns,839901609.708,2377450473.85,ns,28089340.12227516,33456214.15,tokens/sec,5229.741119899526,tokens/sec,35.0894133034876,35.22884966112559,tokens,2000.0,2000.0,tokens,1999.6546666666666,2000.0,meta-llama3-8b-instruct,tensorrtllm,2000,999,150,2000,0,2000
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp8,requests/sec,0.43282775652951416,ns,11550340852.122223,11566570559.8,ns,93211313.67777778,109326211.3,ns,5731427.287502501,6034517.95,tokens/sec,865.6555130590283,tokens/sec,173.1552612759603,173.51762133465775,tokens,2000.0,2000.0,tokens,1999.6777777777777,2000.0,meta-llama3-8b-instruct,tensorrtllm,2000,999,5,2000,0,2000
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp8,requests/sec,0.6967837938470068,ns,14348343409.293333,14363621404.4,ns,153128398.64666668,195833888.04999992,ns,7101156.393407305,7687009.4,tokens/sec,1393.5675876940138,tokens/sec,139.38899334799606,139.5398902816394,tokens,2000.0,2000.0,tokens,1999.6333333333334,2000.0,meta-llama3-8b-instruct,tensorrtllm,2000,999,10,2000,0,2000
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp8,requests/sec,2.5716743146996865,ns,38751262454.847145,39370106313.95,ns,672891156.6071428,1409391715.2,ns,19044260.84849371,21980409.65,tokens/sec,5143.348629399374,tokens/sec,51.61363909612789,51.78086083512542,tokens,2000.0,2000.0,tokens,1999.66,2000.0,meta-llama3-8b-instruct,tensorrtllm,2000,999,100,2000,0,2000
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp8,requests/sec,1.295208789761035,ns,19298533841.145454,19379129526.4,ns,358696358.46909094,507012440.1,ns,9474636.644121291,10731909.0,tokens/sec,2590.426999222359,tokens/sec,103.63594533246223,104.0267316908778,tokens,2000.0072727272727,2000.0,tokens,1999.6654545454546,2000.0,meta-llama3-8b-instruct,tensorrtllm,2000,999,25,2000,0,2000
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp8,requests/sec,2.8670624029326865,ns,69405027535.26875,72306749175.75,ns,1390481928.56375,3532654402.4,ns,34020673.75361445,42570241.89999999,tokens/sec,5734.124805865373,tokens/sec,28.827315195857558,29.78684507086262,tokens,2000.0,2000.0,tokens,1999.66,2000.0,meta-llama3-8b-instruct,tensorrtllm,2000,999,200,2000,0,2000
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp8,requests/sec,0.49016843688125566,ns,10199044766.780952,10205098430.4,ns,22881597.457142856,23681574.2,ns,5090614.261432396,5422392.75,tokens/sec,980.3368737625113,tokens/sec,196.09686613077787,196.26457620945897,tokens,2000.0,2000.0,tokens,199.65714285714284,200.0,meta-llama3-8b-instruct,tensorrtllm,2000,999,5,200,0,2000
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp8,requests/sec,3.0226814639011206,ns,16530110428.055384,16764805406.6,ns,74049194.05846153,179017647.45,ns,8232146.690343633,10238893.0,tokens/sec,6045.362927802241,tokens/sec,120.99632761356354,121.47605761431853,tokens,2000.0,2000.0,tokens,199.65384615384616,200.0,meta-llama3-8b-instruct,tensorrtllm,2000,999,50,200,0,2000
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp8,requests/sec,0.20000182412235126,ns,9998595361.547619,10005121137.85,ns,13995129.666666666,16934888.95,ns,4994797.514697826,5317220.4,tokens/sec,400.0036482447025,tokens/sec,200.02819142031572,200.18714713292522,tokens,2000.0,2000.0,tokens,199.57142857142858,200.0,meta-llama3-8b-instruct,tensorrtllm,2000,999,2,200,0,2000
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp8,requests/sec,0.10205639009142298,ns,9797366370.272728,9805920711.3,ns,11508808.727272727,13867187.7,ns,4895376.469007231,5214901.7,tokens/sec,204.11278018284594,tokens/sec,204.1365556835778,204.26815334620414,tokens,2000.0,2000.0,tokens,199.36363636363637,200.0,meta-llama3-8b-instruct,tensorrtllm,2000,999,1,200,0,2000
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp8,requests/sec,4.584458036000547,ns,32629427590.968334,33092025551.75,ns,147437455.83833334,273525438.4,ns,16248119.36444731,24034589.599999998,tokens/sec,9168.916072001093,tokens/sec,61.29808508509125,61.87695051942168,tokens,2000.0,2000.0,tokens,199.66,200.0,meta-llama3-8b-instruct,tensorrtllm,2000,999,150,200,0,2000
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp8,requests/sec,0.4900990742862136,ns,10200511456.133333,10208208886.8,ns,19700755.20952381,23711889.6,ns,5092938.179140105,5422577.5,tokens/sec,980.1981485724272,tokens/sec,196.0686363179566,196.18211700024676,tokens,2000.0,2000.0,tokens,199.65714285714284,200.0,meta-llama3-8b-instruct,tensorrtllm,2000,999,5,200,0,2000
meta-llama3-8b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,2,fp8,requests/sec,0.856851740209547,ns,11668240139.344444,11684013516.4,ns,25563437.611111112,35732467.899999954,ns,5824235.325273546,6469594.5,tokens/sec,1713.7034804190941,tokens/sec,171.40572054601822,171.828431548672,tokens,2000.0,2000.0,tokens,199.67222222222222,200.0,meta-llama3-8b-instruct,tensorrtllm,2000,999,10,200,0,2000
